Threshold,Accuracy,Precision,Recall,F1,ROC_AUC,FPR,FNR,TN,FP,FN,TP
0.1,0.9274950892016253,0.9388038421131623,0.9592286606988825,0.9489063551809468,0.9771615527990916,0.14722209685426726,0.04077133930111752,18895,3262,2127,50042
0.2,0.9293114118881683,0.9638711463544859,0.9343096474918055,0.9488602075181529,0.9771615527990916,0.08245701132824841,0.06569035250819452,20330,1827,3427,48742
0.3,0.9252616850092834,0.9768988377803242,0.9151603442657517,0.9450223176730238,0.9771615527990916,0.05095455160897233,0.08483965573424831,21028,1129,4426,47743
0.4,0.9147539219115787,0.9842366613840465,0.8928482432095689,0.9363177679056024,0.9771615527990916,0.03366881798077357,0.1071517567904311,21411,746,5590,46579
0.5,0.9028872803594974,0.9886509403196,0.8716479135118557,0.9264699889980034,0.9771615527990916,0.02355914609378526,0.1283520864881443,21635,522,6696,45473
0.6,0.8896483061109167,0.9920761052042529,0.8495658341160459,0.9153070918177688,0.9771615527990916,0.015976892178544026,0.15043416588395409,21803,354,7848,44321
0.7,0.8713908995506283,0.9946828271570539,0.8211581590599781,0.899629345737476,0.9771615527990916,0.0103353342058943,0.17884184094002184,21928,229,9330,42839
0.8,0.8453165783171434,0.9966298720328222,0.7822653299852402,0.8765316752043129,0.9771615527990916,0.006228280001805298,0.2177346700147597,22019,138,11359,40810
0.9,0.8075505206791701,0.9981843538668,0.7271368053825068,0.8413698265536974,0.9771615527990916,0.003114140000902649,0.27286319461749314,22088,69,14235,37934
