Model,Accuracy,Precision,Recall,F1,ROC_AUC,FPR,FNR,TN,FP,FN,TP
Random Forest,0.9019993003794097,0.9888262072270262,0.8702102781345243,0.9257340946166395,0.9771615527990916,0.023152953919754478,0.12978972186547566,21644,513,6771,45398
